JobID,WelderName,BusinessTool,ProductType,MaterialType,RodDiameter(mm),Thickness(mm),WeldLength(cm),ProductionTime(min),WeldStrength(%),HeatInput(J/cm),DefectCount,PenetrationDepth(mm),WireUsed(kg),WeldingMethod,LaborCost(₹),MaterialCost(₹),TransportCost(₹),OverheadCost(₹),TotalCost(₹),Quantity,UnitPrice(₹),QA_Status,ReworkNeeded,ProfitMargin(%)
,Welder_29,Welder,Steel Frame,Mild Steel,2.71,1.01,53.1,35.0,62.1,434.8,4.0,9.9,2.4,TIG,825.0,4361.0,689.0,,6804.0,43.0,2428.0,Fail,Yes,5.2
JOB1253,Welder_3,Cutter,Tank Base,Mild Steel,7.5,17.54,77.6,81.0,,498.2,,5.16,4.04,Laser,358.0,3603.0,166.0,1701.0,5828.0,22.0,3080.0,Pending,No,28.05
JOB1254,Welder_16,Lathe,Auto Component,Stainless Steel,5.95,16.06,,270.0,,109.0,2.0,1.67,4.88,,360.0,1646.0,275.0,1117.0,3398.0,36.0,1695.0,Pass,Yes,6.36
JOB1255,Welder_7,Cutter,Machinery Part,Copper,5.1,12.92,79.0,263.0,92.0,145.1,0.0,9.8,0.77,TIG,1477.0,2057.0,932.0,359.0,4825.0,27.0,7300.0,Pass,,11.64
JOB1256,Welder_13,Lathe,Tank Base,Titanium,7.06,15.26,22.4,,80.3,343.8,3.0,8.59,4.16,,1139.0,4238.0,783.0,1960.0,8120.0,2.0,5660.0,Pass,Yes,17.87
JOB1257,Welder_24,Compressor,Auto Component,,7.63,3.89,50.2,132.0,69.3,428.2,1.0,2.6,1.85,MIG,1750.0,,577.0,766.0,5750.0,39.0,1201.0,Pass,Yes,17.0
JOB1258,Welder_23,Grinder,Auto Component,Stainless Steel,2.03,9.71,121.3,153.0,93.8,214.1,3.0,9.14,2.98,MIG,1772.0,3951.0,354.0,927.0,7004.0,46.0,9265.0,Pass,Yes,20.12
JOB1259,Welder_25,Grinder,Pipe Joint,Stainless Steel,3.34,,129.9,266.0,89.1,195.7,3.0,4.07,1.81,MIG,354.0,799.0,162.0,690.0,2005.0,19.0,,Fail,Yes,16.99
JOB1260,Welder_13,Grinder,Machinery Part,Stainless Steel,7.7,2.78,24.9,153.0,99.2,414.8,4.0,4.39,3.26,MIG,685.0,4198.0,,1235.0,7031.0,7.0,4477.0,Fail,Yes,28.36
JOB1261,Welder_6,Cutter,Pipe Joint,Copper,7.33,10.24,143.1,268.0,66.2,122.6,2.0,9.16,2.09,MIG,631.0,4553.0,502.0,984.0,6670.0,12.0,3202.0,Fail,Yes,11.01
JOB1262,Welder_23,Compressor,Steel Frame,Titanium,9.73,18.49,52.7,56.0,69.0,247.8,4.0,5.77,,TIG,1250.0,748.0,857.0,1510.0,4365.0,3.0,8490.0,Pending,Yes,11.85
JOB1263,Welder_5,Lathe,Pipe Joint,Copper,8.09,1.76,101.0,22.0,68.5,302.3,1.0,2.24,0.67,Gas,1203.0,3068.0,291.0,797.0,5359.0,,9449.0,Pass,Yes,28.02
JOB1264,Welder_1,,Pipe Joint,Aluminium,9.61,6.54,114.0,217.0,91.7,324.1,0.0,4.32,1.16,Gas,1235.0,4629.0,428.0,899.0,7191.0,5.0,7317.0,Pending,No,6.92
JOB1265,Welder_16,Lathe,Tank Base,Stainless Steel,,,,244.0,67.5,391.4,1.0,7.5,4.63,TIG,266.0,4823.0,170.0,1684.0,6943.0,8.0,5425.0,Pass,,20.24
JOB1266,,Welder,,Aluminium,4.38,5.52,142.1,158.0,62.7,241.9,4.0,2.57,4.99,TIG,741.0,3360.0,977.0,748.0,5826.0,14.0,6350.0,Pass,Yes,22.04
,Welder_24,Lathe,Machinery Part,,2.84,18.26,50.4,164.0,99.9,345.1,4.0,6.31,,Arc,295.0,1223.0,840.0,979.0,3337.0,36.0,3806.0,Pending,Yes,17.64
JOB1268,,Compressor,Pipe Joint,Mild Steel,8.25,9.89,129.5,175.0,61.0,334.2,4.0,,1.79,Gas,414.0,1069.0,162.0,1504.0,3149.0,7.0,8163.0,Fail,Yes,22.36
JOB1269,Welder_2,Welder,Machinery Part,Copper,7.15,9.86,,99.0,93.4,319.0,4.0,4.09,2.31,MIG,393.0,719.0,396.0,429.0,1937.0,7.0,1185.0,Pending,No,9.32
JOB1270,,Cutter,Pipe Joint,Titanium,2.39,15.45,,195.0,74.6,356.2,3.0,7.24,3.83,TIG,1870.0,1894.0,344.0,448.0,4556.0,46.0,9070.0,Fail,Yes,26.32
JOB1271,Welder_3,Lathe,Steel Frame,Aluminium,4.88,3.94,112.6,183.0,93.7,,0.0,8.96,,MIG,1513.0,3334.0,618.0,1795.0,7260.0,32.0,9334.0,Pass,Yes,8.5
JOB1272,Welder_21,,Pipe Joint,Titanium,9.65,10.26,103.3,226.0,82.2,,3.0,5.25,2.55,Gas,1767.0,2622.0,492.0,1117.0,5998.0,8.0,8050.0,Fail,No,15.02
JOB1273,Welder_17,Welder,Tank Base,Copper,6.0,9.17,41.6,273.0,96.1,147.7,4.0,4.45,,Laser,1084.0,4731.0,871.0,1946.0,8632.0,,9831.0,Pass,No,6.88
JOB1274,Welder_3,Cutter,Auto Component,Mild Steel,5.46,12.34,131.6,106.0,97.0,189.8,,,,Laser,238.0,,700.0,1247.0,6685.0,10.0,3074.0,Pass,No,18.63
JOB1275,Welder_27,Cutter,Steel Frame,Titanium,5.66,19.99,29.5,126.0,60.4,300.1,3.0,6.44,4.43,TIG,1138.0,4849.0,276.0,799.0,7062.0,14.0,8654.0,Fail,Yes,21.74
JOB1276,Welder_2,Compressor,Pipe Joint,Titanium,,15.62,12.8,208.0,63.0,436.2,4.0,8.92,1.52,Arc,1138.0,3589.0,303.0,1972.0,,9.0,1201.0,Pass,,28.53
JOB1277,Welder_2,Cutter,Machinery Part,Mild Steel,4.95,8.56,109.0,30.0,70.0,380.5,4.0,,0.54,MIG,405.0,549.0,745.0,1678.0,3377.0,38.0,6710.0,Fail,Yes,23.48
JOB1278,Welder_19,Cutter,Steel Frame,Aluminium,4.96,16.72,73.9,209.0,86.8,415.6,0.0,,2.71,TIG,1141.0,1014.0,693.0,1534.0,4382.0,30.0,4165.0,Pending,No,18.53
JOB1279,Welder_28,Cutter,Steel Frame,Mild Steel,2.42,4.24,128.1,,95.5,240.4,1.0,4.66,2.89,Arc,754.0,3291.0,632.0,957.0,5634.0,5.0,3102.0,Pass,Yes,28.32
JOB1280,Welder_25,Grinder,Pipe Joint,Titanium,8.14,1.58,60.6,285.0,78.4,261.9,3.0,6.05,1.41,MIG,683.0,3278.0,227.0,1919.0,6107.0,1.0,2571.0,Pass,Yes,16.96
JOB1281,,Compressor,Steel Frame,Aluminium,5.33,4.88,29.4,273.0,84.3,257.5,3.0,3.06,1.78,Gas,1560.0,,294.0,1353.0,6325.0,1.0,6125.0,Pending,Yes,19.03
JOB1282,Welder_27,Lathe,Machinery Part,Aluminium,8.58,7.47,126.3,67.0,67.5,176.7,3.0,8.4,3.94,Laser,1719.0,2337.0,293.0,876.0,5225.0,20.0,,Pass,No,19.9
JOB1283,Welder_3,Welder,Steel Frame,Mild Steel,8.8,10.7,84.6,40.0,92.2,124.5,4.0,3.66,2.62,Arc,970.0,1665.0,283.0,1347.0,4265.0,49.0,6169.0,Pending,Yes,15.25
JOB1284,Welder_6,Lathe,Machinery Part,Titanium,3.7,12.69,32.4,258.0,,336.4,0.0,7.35,1.93,MIG,448.0,2749.0,346.0,1283.0,,11.0,3159.0,Pending,Yes,25.96
JOB1285,Welder_13,Compressor,Pipe Joint,Copper,7.26,,109.5,102.0,70.7,495.7,4.0,5.62,3.3,TIG,1297.0,914.0,,1022.0,4205.0,26.0,2329.0,,,9.63
JOB1286,Welder_22,Welder,Auto Component,Titanium,5.78,10.69,79.1,274.0,79.8,166.7,,6.27,3.44,MIG,572.0,2768.0,971.0,521.0,4832.0,44.0,4613.0,Pending,No,18.87
JOB1287,Welder_4,Compressor,Steel Frame,Stainless Steel,9.04,10.52,92.6,280.0,63.4,118.7,2.0,2.62,3.96,,1078.0,1604.0,423.0,,4006.0,3.0,9652.0,Pending,Yes,23.06
JOB1288,Welder_19,Cutter,Auto Component,,3.73,1.95,71.8,103.0,82.4,411.8,0.0,7.62,1.21,,1034.0,3856.0,259.0,1941.0,7090.0,6.0,9998.0,Pending,Yes,27.6
JOB1289,Welder_1,Welder,Machinery Part,Aluminium,7.42,1.66,125.2,163.0,80.1,201.0,3.0,2.7,3.84,Laser,1070.0,2916.0,805.0,983.0,5774.0,43.0,4699.0,Pass,Yes,27.1
JOB1290,Welder_24,Cutter,Steel Frame,Copper,6.86,11.47,125.3,,65.8,431.9,1.0,2.02,3.2,MIG,,,721.0,1041.0,5097.0,45.0,7027.0,Pending,Yes,17.72
JOB1291,Welder_4,Lathe,Tank Base,Aluminium,4.36,9.33,107.9,,77.7,381.6,3.0,5.92,0.76,MIG,337.0,703.0,165.0,1224.0,2429.0,,3273.0,Fail,No,21.08
JOB1292,Welder_9,Lathe,Auto Component,Aluminium,3.09,16.94,20.3,93.0,73.4,478.3,4.0,7.38,4.0,TIG,1147.0,568.0,353.0,1912.0,3980.0,8.0,9250.0,Fail,Yes,14.86
JOB1293,Welder_24,Welder,Steel Frame,Copper,7.21,4.05,126.6,46.0,,263.6,0.0,1.45,2.22,TIG,656.0,1015.0,382.0,879.0,2932.0,29.0,5823.0,,,16.7
JOB1294,Welder_22,Welder,Auto Component,Aluminium,7.91,1.47,102.3,241.0,83.4,364.8,0.0,1.62,1.99,Arc,,4063.0,159.0,700.0,5935.0,10.0,8075.0,Fail,No,27.66
JOB1295,Welder_10,Compressor,Steel Frame,Aluminium,4.53,9.53,106.1,102.0,60.3,285.9,,8.22,2.52,Arc,1022.0,4956.0,217.0,1200.0,7395.0,34.0,,Pass,Yes,28.27
JOB1296,Welder_22,Compressor,,Stainless Steel,7.16,5.51,57.6,111.0,90.4,352.2,2.0,8.28,2.06,Arc,1141.0,1964.0,522.0,1927.0,5554.0,24.0,7959.0,Pending,No,27.39
JOB1297,Welder_7,Cutter,Auto Component,Titanium,5.16,1.94,132.5,175.0,88.5,279.8,3.0,3.21,2.02,MIG,643.0,2152.0,655.0,811.0,4261.0,46.0,7210.0,Pass,No,8.46
JOB1298,Welder_24,Welder,Tank Base,Titanium,7.71,14.77,110.2,168.0,74.7,175.5,2.0,6.54,4.14,Arc,552.0,1206.0,821.0,387.0,2966.0,48.0,8126.0,Fail,No,
JOB1299,Welder_2,Lathe,Tank Base,Stainless Steel,3.59,3.12,21.3,23.0,62.1,303.2,1.0,4.99,1.06,MIG,1195.0,2125.0,135.0,1788.0,5243.0,17.0,4976.0,Fail,Yes,28.71
JOB1300,Welder_2,Compressor,Machinery Part,Copper,9.12,,64.1,234.0,90.2,311.4,4.0,6.69,4.87,Laser,993.0,4285.0,630.0,,6257.0,32.0,7420.0,Fail,No,14.03
JOB1301,Welder_12,Compressor,Steel Frame,Mild Steel,4.3,,133.5,82.0,98.2,424.2,2.0,8.77,,Gas,610.0,1845.0,190.0,402.0,3047.0,11.0,2607.0,Fail,No,17.97
JOB1302,Welder_13,Lathe,Auto Component,Mild Steel,4.94,4.3,11.8,258.0,69.6,394.2,2.0,1.72,1.32,Laser,877.0,843.0,400.0,667.0,2787.0,34.0,9912.0,Pass,Yes,24.48
JOB1303,Welder_28,Compressor,Machinery Part,Mild Steel,2.46,8.22,144.4,100.0,72.9,365.5,4.0,8.0,1.09,MIG,1761.0,4286.0,823.0,1235.0,8105.0,24.0,2274.0,Pending,Yes,19.05
JOB1304,Welder_29,Cutter,Auto Component,Stainless Steel,2.89,16.23,103.5,225.0,67.4,145.4,,5.44,3.16,MIG,652.0,1035.0,833.0,1815.0,4335.0,5.0,1690.0,Pass,No,29.84
JOB1305,Welder_14,Welder,Steel Frame,Stainless Steel,6.13,8.45,96.5,99.0,83.1,388.2,4.0,6.08,3.35,Gas,618.0,854.0,316.0,1881.0,,29.0,5023.0,Pending,No,16.39
JOB1306,Welder_6,Lathe,Tank Base,Aluminium,4.14,15.26,44.2,38.0,66.2,300.1,3.0,,0.74,,649.0,4042.0,834.0,,7116.0,48.0,8247.0,Fail,No,22.85
JOB1307,Welder_12,Welder,Pipe Joint,Mild Steel,,3.38,41.1,229.0,,457.6,4.0,9.3,1.59,TIG,1194.0,1482.0,197.0,1720.0,4593.0,48.0,4437.0,Fail,Yes,24.81
JOB1308,Welder_18,Compressor,Tank Base,Copper,2.12,15.68,141.6,224.0,87.9,467.9,0.0,1.51,4.08,TIG,1808.0,1845.0,555.0,1643.0,5851.0,34.0,3355.0,Fail,No,17.35
JOB1309,Welder_30,Compressor,Machinery Part,Copper,5.03,5.5,48.2,,82.4,122.1,,1.27,0.72,Arc,1338.0,3509.0,630.0,,7320.0,16.0,6581.0,Fail,Yes,26.42
JOB1310,Welder_12,Lathe,Pipe Joint,Mild Steel,4.7,13.87,117.4,51.0,75.5,428.3,2.0,2.6,4.35,TIG,250.0,1026.0,908.0,1772.0,3956.0,25.0,1749.0,Pass,No,18.65
JOB1311,Welder_18,Cutter,Machinery Part,Mild Steel,2.15,11.75,62.0,144.0,76.8,115.1,1.0,9.88,3.46,Arc,1592.0,1430.0,637.0,1799.0,5458.0,37.0,4051.0,Pending,No,15.29
JOB1312,Welder_8,Grinder,Steel Frame,Mild Steel,2.99,18.65,25.2,51.0,82.5,,2.0,7.44,2.45,Arc,1906.0,3256.0,127.0,,6486.0,,8763.0,Pending,Yes,7.7
JOB1313,Welder_3,Lathe,Pipe Joint,Stainless Steel,5.31,8.36,6.6,173.0,60.2,316.9,1.0,6.53,2.06,TIG,1738.0,2782.0,675.0,1913.0,7108.0,29.0,4564.0,Fail,No,14.84
JOB1314,Welder_26,Grinder,Machinery Part,Stainless Steel,5.94,2.26,83.9,292.0,63.1,159.2,4.0,,0.59,TIG,409.0,2446.0,,1208.0,4486.0,46.0,6758.0,Pass,Yes,23.35
JOB1315,Welder_17,Grinder,Steel Frame,Stainless Steel,5.23,1.36,146.5,67.0,95.3,398.5,3.0,8.91,4.21,Gas,1087.0,,322.0,1563.0,7399.0,25.0,2704.0,Fail,No,28.03
,Welder_13,Cutter,Tank Base,Titanium,6.25,16.71,58.5,34.0,63.1,103.3,4.0,8.31,1.14,Gas,1197.0,3041.0,179.0,557.0,4974.0,42.0,,Pending,Yes,11.29
JOB1317,Welder_19,Grinder,Steel Frame,Copper,6.76,10.97,56.8,82.0,88.3,167.4,0.0,,1.89,Arc,1192.0,,662.0,1966.0,6236.0,23.0,3377.0,Pending,Yes,13.88
JOB1318,Welder_13,Grinder,Auto Component,Copper,2.08,15.73,54.9,138.0,96.8,332.3,4.0,4.05,3.06,Gas,1049.0,3860.0,557.0,689.0,6155.0,34.0,9019.0,,No,8.85
JOB1319,Welder_7,Cutter,Steel Frame,Aluminium,5.71,5.45,80.5,96.0,70.8,385.8,1.0,,1.61,Arc,826.0,2093.0,713.0,1666.0,5298.0,3.0,6274.0,Pending,Yes,22.27
JOB1320,Welder_15,Grinder,Steel Frame,Stainless Steel,9.71,7.56,68.9,162.0,74.8,,2.0,6.22,2.74,MIG,878.0,3425.0,275.0,1072.0,5650.0,30.0,4231.0,Pass,No,29.0
,Welder_24,Grinder,Auto Component,Titanium,6.15,1.57,132.6,191.0,82.8,382.2,3.0,7.48,4.14,Arc,1658.0,4125.0,621.0,1053.0,7457.0,34.0,7409.0,Fail,Yes,21.02
JOB1322,Welder_30,Grinder,Machinery Part,Titanium,7.42,19.27,78.3,134.0,95.3,368.7,4.0,1.85,2.62,Arc,,1723.0,848.0,1710.0,5257.0,32.0,3215.0,Fail,Yes,20.43
JOB1323,Welder_4,Lathe,Machinery Part,Copper,4.49,13.69,78.6,76.0,97.7,257.7,,6.7,4.77,Gas,1450.0,2459.0,556.0,693.0,5158.0,29.0,7288.0,Pass,Yes,18.84
,Welder_7,Lathe,Steel Frame,Stainless Steel,8.19,18.73,25.1,,89.6,100.5,2.0,3.58,4.31,MIG,862.0,1465.0,522.0,982.0,3831.0,9.0,7329.0,,No,7.21
JOB1325,,Lathe,Auto Component,Aluminium,8.18,6.04,147.5,134.0,63.5,148.1,3.0,7.88,2.0,Laser,467.0,4178.0,199.0,1982.0,6826.0,2.0,1885.0,Pass,,23.24
JOB1326,Welder_7,,Auto Component,Stainless Steel,6.17,12.62,41.2,62.0,86.8,313.8,4.0,5.86,2.3,Laser,315.0,4812.0,989.0,569.0,,39.0,1864.0,Fail,Yes,20.05
JOB1327,Welder_27,Compressor,Tank Base,Mild Steel,9.81,13.89,15.6,75.0,76.4,370.1,4.0,2.16,2.4,Laser,1823.0,1122.0,839.0,448.0,4232.0,7.0,7917.0,Fail,Yes,21.54
JOB1328,Welder_18,Grinder,Machinery Part,Stainless Steel,3.0,7.03,,91.0,78.8,267.0,1.0,5.74,3.32,MIG,953.0,4948.0,502.0,1703.0,8106.0,46.0,4054.0,Pending,No,27.47
JOB1329,Welder_1,Grinder,Pipe Joint,Mild Steel,2.14,17.11,,96.0,62.0,392.3,1.0,4.56,1.79,TIG,1583.0,2872.0,675.0,1110.0,6240.0,5.0,9977.0,Pending,No,24.6
JOB1330,Welder_15,Cutter,Machinery Part,Mild Steel,8.16,19.0,65.2,11.0,67.6,308.7,0.0,2.62,,MIG,1552.0,3448.0,479.0,,,8.0,9648.0,Pass,Yes,24.52
JOB1331,,Grinder,Machinery Part,Aluminium,8.46,17.81,66.2,213.0,91.6,129.7,2.0,8.57,3.24,Gas,1263.0,3799.0,630.0,1472.0,7164.0,32.0,9536.0,Fail,Yes,28.18
JOB1332,Welder_30,Lathe,Tank Base,Copper,2.96,15.04,118.8,159.0,78.2,176.8,3.0,1.1,2.3,Arc,381.0,1668.0,431.0,1743.0,4223.0,18.0,1553.0,Fail,,29.75
JOB1333,Welder_20,Compressor,Pipe Joint,Stainless Steel,4.12,6.27,33.4,112.0,72.1,436.0,,3.81,3.4,Arc,1713.0,891.0,417.0,579.0,3600.0,38.0,,Fail,Yes,19.53
JOB1334,Welder_12,Welder,Tank Base,Mild Steel,,6.35,123.9,33.0,75.4,390.0,4.0,1.11,2.28,Gas,1432.0,4309.0,752.0,1505.0,,46.0,8683.0,Pending,Yes,7.72
JOB1335,Welder_30,Grinder,Pipe Joint,Stainless Steel,4.35,19.3,99.1,221.0,94.2,457.9,0.0,1.86,4.18,Gas,1102.0,2907.0,636.0,465.0,5110.0,18.0,,Pass,Yes,16.48
JOB1336,Welder_1,Lathe,Steel Frame,Copper,8.19,1.2,65.8,,90.0,,4.0,3.67,,Arc,1496.0,4760.0,839.0,316.0,7411.0,49.0,9896.0,Pass,Yes,24.69
JOB1337,Welder_10,Welder,Pipe Joint,Copper,6.14,14.6,71.4,218.0,70.9,496.1,2.0,1.49,0.69,TIG,1342.0,1080.0,188.0,1473.0,4083.0,41.0,5907.0,Pass,Yes,5.69
JOB1338,Welder_3,Compressor,Tank Base,Titanium,4.78,14.42,42.2,260.0,64.7,183.8,0.0,6.37,1.3,TIG,1605.0,1320.0,703.0,638.0,4266.0,45.0,8190.0,Fail,Yes,6.42
JOB1339,Welder_24,Welder,Machinery Part,Copper,4.97,12.83,114.1,126.0,70.1,104.7,2.0,1.78,4.39,TIG,1145.0,1747.0,610.0,1368.0,4870.0,16.0,1814.0,Pass,No,6.68
JOB1340,Welder_28,,Pipe Joint,Aluminium,2.01,19.81,,125.0,96.8,499.0,0.0,,3.03,Gas,1759.0,623.0,141.0,1825.0,4348.0,21.0,9335.0,Pending,Yes,23.28
JOB1341,Welder_30,Welder,Pipe Joint,Mild Steel,4.4,6.93,51.5,246.0,83.3,212.4,4.0,1.47,4.78,Arc,457.0,4939.0,984.0,1141.0,,10.0,3777.0,Pending,Yes,17.53
JOB1342,Welder_2,Cutter,Auto Component,Titanium,7.17,7.46,91.4,114.0,81.3,367.2,0.0,1.53,0.83,Arc,1706.0,2374.0,906.0,488.0,5474.0,42.0,4766.0,Pass,No,14.22
JOB1343,Welder_6,Welder,Machinery Part,Aluminium,9.79,2.5,,268.0,83.9,170.7,1.0,3.75,1.83,Arc,708.0,1023.0,488.0,950.0,3169.0,4.0,5958.0,Fail,No,7.64
JOB1344,Welder_30,Grinder,Steel Frame,Stainless Steel,8.78,9.41,68.1,55.0,74.6,332.1,3.0,9.07,1.37,MIG,291.0,3623.0,180.0,1384.0,5478.0,44.0,4825.0,Pending,No,23.31
,Welder_29,Grinder,Tank Base,Mild Steel,2.19,5.96,138.5,225.0,92.3,461.6,4.0,6.77,2.99,MIG,1384.0,4724.0,501.0,593.0,7202.0,8.0,2216.0,Pending,No,13.03
JOB1346,Welder_7,Cutter,Steel Frame,Copper,9.19,7.52,55.0,33.0,80.9,228.1,3.0,7.93,,Laser,348.0,3698.0,206.0,1356.0,5608.0,47.0,5470.0,Fail,Yes,11.63
JOB1347,Welder_22,Lathe,Machinery Part,Mild Steel,8.27,16.86,12.9,44.0,64.7,368.1,4.0,2.27,1.21,MIG,316.0,3285.0,210.0,1622.0,5433.0,19.0,,Fail,No,21.31
JOB1348,Welder_14,Grinder,Pipe Joint,Stainless Steel,8.24,18.77,34.6,33.0,,175.2,3.0,,3.39,TIG,657.0,2618.0,,714.0,4365.0,47.0,8717.0,Pass,Yes,18.98
JOB1349,Welder_7,Compressor,Pipe Joint,Titanium,5.66,4.53,65.7,37.0,81.5,349.9,1.0,1.07,2.91,TIG,764.0,1710.0,313.0,1947.0,4734.0,40.0,9747.0,Pending,No,14.06
JOB1350,Welder_16,Grinder,Machinery Part,Titanium,5.18,8.08,36.8,25.0,97.5,234.6,3.0,2.92,1.74,TIG,1013.0,1526.0,842.0,1102.0,4483.0,40.0,1862.0,Pending,No,21.04
JOB1351,Welder_14,Grinder,Pipe Joint,Titanium,4.42,18.64,,68.0,72.3,184.5,0.0,6.54,2.66,TIG,244.0,4617.0,917.0,1872.0,7650.0,9.0,7217.0,Pass,No,11.78
,Welder_27,Lathe,Pipe Joint,Copper,2.53,2.17,137.7,252.0,94.8,225.3,3.0,4.38,3.86,Laser,973.0,4761.0,605.0,730.0,7069.0,30.0,6938.0,Pass,Yes,24.87
JOB1353,Welder_10,Welder,Pipe Joint,Aluminium,3.83,2.75,127.4,216.0,90.6,171.5,4.0,9.86,1.42,TIG,433.0,997.0,220.0,1818.0,3468.0,17.0,3355.0,Pending,No,10.73
JOB1354,Welder_1,Grinder,Tank Base,Aluminium,3.97,4.09,112.6,280.0,69.9,460.8,2.0,1.27,1.82,Gas,1598.0,3305.0,233.0,1423.0,6559.0,40.0,3395.0,Pending,No,8.97
JOB1355,Welder_16,Cutter,Tank Base,Mild Steel,5.87,12.31,29.3,258.0,61.5,258.9,3.0,9.99,2.06,,1770.0,2193.0,917.0,1346.0,6226.0,44.0,9667.0,Fail,No,24.56
JOB1356,Welder_22,Welder,Auto Component,Copper,7.98,3.86,22.5,276.0,64.1,198.1,3.0,6.61,,Gas,396.0,1224.0,819.0,1743.0,4182.0,15.0,1524.0,Fail,Yes,22.7
JOB1357,Welder_5,,Steel Frame,Titanium,5.79,19.39,14.8,202.0,89.1,279.4,3.0,6.03,4.31,MIG,224.0,875.0,470.0,1747.0,3316.0,4.0,1561.0,Pending,Yes,9.57
JOB1358,Welder_29,Lathe,Machinery Part,Titanium,2.46,9.49,,227.0,68.0,228.2,4.0,1.54,2.19,Arc,594.0,4898.0,356.0,786.0,6634.0,6.0,9167.0,Pending,No,7.91
JOB1359,Welder_13,Compressor,Machinery Part,Stainless Steel,9.66,10.53,139.7,124.0,74.9,397.8,3.0,3.46,,Laser,913.0,2952.0,796.0,388.0,5049.0,16.0,9113.0,Fail,Yes,25.96
JOB1360,Welder_2,Welder,,Stainless Steel,9.54,5.69,67.4,77.0,80.1,488.5,4.0,9.32,4.5,,1259.0,4359.0,897.0,1532.0,8047.0,26.0,8416.0,,No,24.41
JOB1361,Welder_15,Welder,Auto Component,Titanium,8.28,9.95,22.3,84.0,89.0,275.2,4.0,4.19,5.0,Gas,1697.0,2186.0,974.0,570.0,5427.0,37.0,5664.0,Pass,,13.18
JOB1362,Welder_14,Welder,Tank Base,Titanium,9.93,13.58,79.3,112.0,64.5,444.4,2.0,6.95,3.52,TIG,422.0,756.0,279.0,1199.0,2656.0,23.0,2205.0,Pending,No,21.45
JOB1363,Welder_21,Compressor,Auto Component,Copper,6.36,15.27,55.6,187.0,76.3,326.3,0.0,10.0,4.95,Gas,1063.0,4994.0,147.0,,7933.0,13.0,3238.0,Pending,Yes,8.1
JOB1364,Welder_24,Welder,Machinery Part,Aluminium,9.7,15.32,59.3,224.0,79.4,,4.0,3.37,3.47,TIG,729.0,4100.0,698.0,577.0,6104.0,47.0,2160.0,Fail,No,17.68
JOB1365,Welder_1,Compressor,Steel Frame,Stainless Steel,2.6,11.98,95.1,,81.6,376.2,1.0,,3.8,TIG,1411.0,550.0,996.0,505.0,3462.0,17.0,6239.0,Pending,Yes,5.47
JOB1366,Welder_26,Welder,Pipe Joint,Aluminium,,18.18,109.2,268.0,92.7,305.4,3.0,7.27,2.25,Arc,1625.0,,118.0,1913.0,,27.0,7974.0,Pass,Yes,14.79
JOB1367,Welder_14,Cutter,Tank Base,Copper,3.8,16.53,21.0,213.0,66.9,360.2,1.0,2.48,2.45,MIG,456.0,4373.0,145.0,1212.0,6186.0,22.0,1071.0,Fail,No,6.87
JOB1368,Welder_10,Welder,Tank Base,Titanium,3.57,15.38,10.2,16.0,92.3,455.9,3.0,2.34,1.15,TIG,853.0,3936.0,550.0,627.0,5966.0,37.0,1754.0,Fail,No,16.88
JOB1369,Welder_20,Compressor,Auto Component,,,2.06,149.2,58.0,87.7,276.2,2.0,5.11,,TIG,1359.0,1572.0,997.0,1933.0,5861.0,19.0,8298.0,Pass,Yes,15.54
JOB1370,Welder_30,Grinder,Tank Base,Titanium,,1.13,38.7,35.0,82.2,460.5,4.0,4.47,4.69,Arc,790.0,1976.0,155.0,1157.0,4078.0,39.0,7600.0,Pass,,16.11
,Welder_3,Welder,Machinery Part,Titanium,8.25,,12.8,170.0,88.0,400.3,0.0,7.43,3.31,TIG,643.0,3520.0,840.0,1176.0,6179.0,35.0,9152.0,Fail,No,6.13
JOB1372,Welder_12,Grinder,Machinery Part,Mild Steel,6.63,13.61,32.5,185.0,76.5,,4.0,1.63,2.05,Laser,617.0,2164.0,756.0,1161.0,4698.0,13.0,9243.0,Pending,,14.04
JOB1373,Welder_23,Cutter,Auto Component,Aluminium,3.18,8.81,10.6,88.0,65.5,341.3,3.0,9.75,1.19,MIG,1515.0,,191.0,635.0,7333.0,14.0,,Pass,No,23.91
JOB1374,Welder_19,Lathe,Machinery Part,Aluminium,8.49,8.65,61.8,11.0,86.6,230.2,0.0,1.13,1.69,Laser,773.0,3230.0,181.0,905.0,5089.0,48.0,4190.0,Fail,Yes,14.22
JOB1375,Welder_6,,Steel Frame,Titanium,7.09,,121.3,141.0,81.0,493.4,4.0,6.41,1.65,Gas,328.0,1895.0,836.0,891.0,3950.0,31.0,4948.0,Pending,No,22.88
JOB1376,Welder_5,Welder,Auto Component,Copper,5.11,18.02,54.5,285.0,85.6,366.9,0.0,6.06,3.26,MIG,1210.0,4397.0,178.0,1361.0,7146.0,45.0,2287.0,Pending,Yes,14.24
JOB1377,Welder_2,Grinder,Steel Frame,Mild Steel,7.39,18.27,,126.0,73.5,,3.0,2.21,4.75,Gas,540.0,4545.0,761.0,1313.0,7159.0,2.0,6358.0,Fail,Yes,15.58
JOB1378,Welder_7,Grinder,Pipe Joint,Titanium,4.08,6.96,103.0,173.0,96.3,230.6,2.0,,0.72,TIG,1009.0,3160.0,972.0,1551.0,6692.0,46.0,8518.0,Pass,No,19.1
